Time (ms),Voltage (mV)
-3.8793087005615234,3851.625
1.0175704956054688,2873.25
4.9457550048828125,1409.25
11.982202529907227,2268.1875
19.36030387878418,3586.5
26.740074157714844,1054.875
33.57863426208496,3029.0625
40.92764854431152,2932.5
48.46692085266113,1080.5625
55.85622787475586,3920.625
63.399553298950195,2169.5625
70.74165344238281,1925.0625
74.16582107543945,3441.9375
77.7883529663086,3985.875
80.78217506408691,3454.125
90.55328369140625,1670.25
96.1313247680664,3902.25
99.43199157714844,3661.3125
103.20758819580078,2218.125
106.7662239074707,1083.0
110.18991470336914,1446.375
117.36416816711426,3973.6875
120.36395072937012,3489.9375
124.55892562866211,1526.4375
140.8681869506836,3296.0625
153.2447338104248,2874.5625
163.0227565765381,2038.5
174.18646812438965,3099.375
180.28783798217773,3346.875
199.4645595550537,3576.1875
203.89103889465332,1618.875
207.59987831115723,1032.75
211.29584312438965,1995.5625
215.0413990020752,3830.25
218.84727478027344,3763.5
222.63526916503906,2389.5
226.2098789215088,1144.125
230.06772994995117,1726.875
233.99591445922852,3255.75
237.74480819702148,3901.5
243.9277172088623,1670.0625
251.26409530639648,1936.875
254.7905445098877,3450.75
258.4052085876465,3796.875
261.90686225891113,2451.5625
265.3954029083252,1170.375
270.8151340484619,2161.125
275.49219131469727,3903.1875
281.008243560791,2749.5
287.3048782348633,1019.8125
293.7583923339844,3400.875
321.3517665863037,2811.9375
339.6434783935547,3542.4375
350.6031036376953,2039.25
356.91118240356445,4000.125
360.22257804870605,3359.0625
363.8794422149658,1833.375
370.0718879699707,1767.1875
375.98276138305664,3939.5625
381.1516761779785,3155.0625
385.42771339416504,1264.6875
410.90846061706543,2205.5625
418.43366622924805,3907.6875
431.5752983093262,2439.0
451.2941837310791,2145.0
456.09259605407715,3897.0
460.2799415588379,3266.25
464.160680770874,1737.0
468.0821895599365,1138.875
471.84181213378906,2377.125
475.5828380584717,3756.75
479.2053699493408,3835.6875
483.0803871154785,2006.4375
490.1149272918701,1609.125
495.36585807800293,3872.25
497.81179428100586,3948.0
502.46381759643555,2295.9375
506.8397521972656,1017.5625
510.53643226623535,1808.0625
516.5343284606934,3952.875
522.7687358856201,2066.25
528.3145904541016,1216.6875
530.5688381195068,2024.25
536.9319915771484,3998.4375
558.0930709838867,3889.6875
580.9509754180908,2950.3125
591.9227600097656,2189.8125
597.4931716918945,4008.5625
603.3918857574463,1697.625
608.6957454681396,1158.0
613.0213737487793,2952.1875
616.7099475860596,3978.9375
619.9057102203369,3472.6875
623.6481666564941,1963.125
645.3530788421631,1349.0625
659.1835021972656,3520.6875
670.1123714447021,1595.625
673.140287399292,3113.8125
689.1014575958252,1109.8125
697.2153186798096,4004.0625
698.7273693084717,3870.75
702.533483505249,2081.0625
706.3539028167725,1048.875
710.249662399292,1547.8125
713.6979103088379,3056.625
717.5087928771973,3968.0625
721.3120460510254,2904.5625
725.2001762390137,1431.5625
728.2583713531494,1089.1875
732.7542304992676,2769.1875
738.9888763427734,3608.8125
745.0931072235107,1282.3125
751.1239051818848,1950.375
757.3766708374023,3981.1875
762.7604007720947,2437.5
765.1245594024658,1164.1875
770.5919742584229,1686.375
777.2903442382812,4008.1875
788.8960838317871,1151.625
804.0452003479004,1522.6875
829.6618461608887,1410.5625
834.9478244781494,3738.1875
838.6871814727783,3850.6875
844.9053764343262,1224.0
849.8592376708984,1583.25
855.8821678161621,3857.625
860.0296974182129,3347.8125
863.6989593505859,1821.0
887.5217437744141,1032.5625
898.8456726074219,3765.1875
909.9016189575195,1724.0625
912.8060340881348,2750.8125
927.7660846710205,1024.875
936.4831447601318,3984.5625
941.1261081695557,2981.625
944.7200298309326,1488.375
948.9040374755859,1291.875
952.4743556976318,2689.3125
956.3493728637695,3902.4375
959.9146842956543,3254.25
963.796854019165,1725.375
970.5338478088379,1876.875
973.9336967468262,3398.8125
977.6215553283691,3994.3125
983.5405349731445,1993.125
987.1184825897217,1032.5625
990.8323287963867,2097.375
996.9747066497803,4005.5625
1002.3250579833984,2282.25
1004.716157913208,1369.3125
1010.1630687713623,1820.4375
1016.2386894226074,3956.8125
1028.1548500061035,1039.6875
1056.3597679138184,3938.8125
1070.6543922424316,1977.0
1076.8911838531494,3991.6875
1082.075595855713,2408.625
1086.5073204040527,1021.125
1090.5356407165527,1710.375
1093.6412811279297,3238.875
1097.2776412963867,4008.0
1103.3055782318115,2175.1875
1125.5581378936768,1179.5625
1138.8914585113525,3673.5
1141.3636207580566,2769.75
1153.4161567687988,2903.8125
1161.5169048309326,2534.8125
1179.945468902588,3711.0
1181.649923324585,2830.5
1183.9878559112549,1793.4375
1186.5487098693848,1017.375
1190.2191638946533,1806.0
1194.0975189208984,3333.5625
1197.8850364685059,4003.125
1201.6336917877197,2596.875
1205.4424285888672,1240.125
1209.2523574829102,1215.375
1213.256597518921,3069.1875
1216.876745223999,3998.0625
1222.3176956176758,2361.0
1224.6856689453125,1421.8125
1227.604627609253,1018.125
1230.2312850952148,1348.6875
1232.8155040740967,2784.75
1235.4228496551514,3684.0
1238.0008697509766,4006.875
1240.563154220581,3168.0
1245.326280593872,1271.625
1250.3085136413574,1516.125
1259.9434852600098,3776.8125
1263.2241249084473,2412.9375
1264.739990234375,1458.1875
1267.1258449554443,1020.75
1268.533706665039,1078.875
1270.1637744903564,1317.5625
1272.6807594299316,2733.5625
1275.2151489257812,3650.0625
1277.7509689331055,4008.375
1280.6389331817627,3213.75
1284.7375869750977,1685.25
1288.0899906158447,1023.1875
1290.0266647338867,1477.875
1293.0302619934082,2968.875
1297.7981567382812,3986.25
1298.9871501922607,3804.1875
1299.8311519622803,3804.1875
1300.6105422973633,3458.25
1301.4495372772217,2991.75
1302.7839660644531,2465.25
1303.5697937011719,1944.375
1304.2957782745361,1944.375
1305.0811290740967,1495.6875
1305.8080673217773,1175.8125
1306.523084640503,1175.8125
1307.22975730896,1026.0
1307.9359531402588,1064.25
1308.6824417114258,1064.25
1309.3953132629395,1286.625
1310.0998401641846,1286.625
1310.8739852905273,1664.0625
1311.5918636322021,2149.3125
1312.2973442077637,2149.3125
1313.0338191986084,2680.3125
1313.8306140899658,3190.5
1314.563274383545,3190.5
1315.3963088989258,3614.4375
1316.1253929138184,3899.25
1316.8625831604004,3899.25
